,Date,Delhi,Mumbai,Chennai,Kolkata,Delhi_pc,Mumbai_pc,Chennai_pc,Kolkata_pc
40,2020-05-31,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
41,2020-05-30,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
42,2020-05-29,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
43,2020-05-28,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
44,2020-05-27,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
45,2020-05-26,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
46,2020-05-25,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
47,2020-05-24,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
48,2020-05-23,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
49,2020-05-22,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
50,2020-05-21,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
51,2020-05-20,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
52,2020-05-19,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
53,2020-05-18,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
54,2020-05-17,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
55,2020-05-16,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
56,2020-05-15,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
57,2020-05-14,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
58,2020-05-13,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
2,2020-05-12,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
4,2020-05-10,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
5,2020-05-09,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
6,2020-05-08,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
7,2020-05-07,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
8,2020-05-06,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
9,2020-05-05,69.39,66.21,68.22,65.62,27.34,10.53,18.83,15.83
10,2020-05-04,62.29,66.21,68.22,65.62,14.31,10.53,18.83,15.83
11,2020-05-03,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
12,2020-05-02,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
13,2020-05-01,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
14,2020-04-30,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
15,2020-04-29,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
16,2020-04-28,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
17,2020-04-27,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
18,2020-04-26,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
19,2020-04-25,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
20,2020-04-24,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
21,2020-04-23,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
22,2020-04-22,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
23,2020-04-21,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
24,2020-04-20,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
25,2020-04-19,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
26,2020-04-18,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
27,2020-04-17,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
28,2020-04-16,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
29,2020-04-15,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
30,2020-04-14,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
31,2020-04-13,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
32,2020-04-12,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
33,2020-04-11,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
34,2020-04-10,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
35,2020-04-09,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
36,2020-04-08,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
37,2020-04-07,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
38,2020-04-06,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
39,2020-04-05,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
40,2020-04-04,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
41,2020-04-03,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
42,2020-04-02,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
43,2020-04-01,62.29,66.21,65.71,65.62,14.31,10.53,14.46,15.83
44,2020-03-31,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
45,2020-03-30,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
46,2020-03-29,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
47,2020-03-28,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
48,2020-03-27,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
49,2020-03-26,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
50,2020-03-25,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
51,2020-03-24,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
52,2020-03-23,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
53,2020-03-22,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
54,2020-03-21,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
55,2020-03-20,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
56,2020-03-19,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
57,2020-03-18,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
58,2020-03-17,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
2,2020-03-16,62.29,65.21,65.71,64.62,14.31,8.86,14.46,14.07
4,2020-03-14,62.58,65.51,66.02,64.91,14.85,9.37,15.0,14.58
5,2020-03-13,62.74,65.68,66.19,65.07,15.14,9.65,15.29,14.86
6,2020-03-12,62.89,65.84,66.35,65.22,15.42,9.92,15.57,15.13
7,2020-03-11,63.01,65.97,66.48,65.34,15.64,10.13,15.8,15.34
8,2020-03-10,63.01,65.97,66.48,65.34,15.64,10.13,15.8,15.34
9,2020-03-09,63.26,66.24,66.75,65.59,16.09,10.58,16.27,15.78
10,2020-03-08,63.51,66.5,67.01,65.84,16.55,11.02,16.72,16.22
11,2020-03-07,63.69,66.69,67.21,66.02,16.88,11.34,17.07,16.54
12,2020-03-06,63.81,66.82,67.34,66.14,17.1,11.55,17.3,16.75
13,2020-03-05,63.94,66.96,67.47,66.27,17.34,11.79,17.52,16.98
14,2020-03-04,64.03,67.05,67.57,66.36,17.51,11.94,17.7,17.14
15,2020-03-03,64.03,67.05,67.57,66.36,17.51,11.94,17.7,17.14
16,2020-03-02,64.1,67.13,67.65,66.43,17.64,12.07,17.84,17.26
17,2020-03-01,64.3,67.34,67.86,66.63,18.0,12.42,18.2,17.62
18,2020-02-29,64.51,67.6,68.12,66.83,18.39,12.85,18.66,17.97
19,2020-02-28,64.6,67.69,68.21,66.92,18.55,13.01,18.81,18.13
20,2020-02-27,64.65,67.75,68.27,66.97,18.65,13.11,18.92,18.22
21,2020-02-26,64.7,67.8,68.32,67.02,18.74,13.19,19.0,18.31
22,2020-02-25,64.7,67.8,68.32,67.02,18.74,13.19,19.0,18.31
23,2020-02-24,64.7,67.8,68.32,67.02,18.74,13.19,19.0,18.31
24,2020-02-23,64.7,67.8,68.32,67.02,18.74,13.19,19.0,18.31
25,2020-02-22,64.65,67.75,68.27,66.97,18.65,13.11,18.92,18.22
26,2020-02-21,64.65,67.75,68.27,66.97,18.65,13.11,18.92,18.22
27,2020-02-20,64.65,67.75,68.27,66.97,18.65,13.11,18.92,18.22
28,2020-02-19,64.65,67.75,68.27,66.97,18.65,13.11,18.92,18.22
29,2020-02-18,64.65,67.75,68.27,66.97,18.65,13.11,18.92,18.22
30,2020-02-17,64.7,67.8,68.32,67.02,18.74,13.19,19.0,18.31
31,2020-02-16,64.7,67.8,68.32,67.02,18.74,13.19,19.0,18.31
32,2020-02-15,64.77,67.87,68.4,67.09,18.87,13.31,19.14,18.43
33,2020-02-14,64.77,67.87,68.4,67.09,18.87,13.31,19.14,18.43
34,2020-02-13,64.82,67.93,68.45,67.14,18.96,13.41,19.23,18.52
35,2020-02-12,64.87,67.98,68.5,67.19,19.05,13.49,19.32,18.61
36,2020-02-11,64.87,67.98,68.5,67.19,19.05,13.49,19.32,18.61
37,2020-02-10,65.07,68.19,68.72,67.39,19.42,13.84,19.7,18.96
38,2020-02-09,65.23,68.36,68.89,67.59,19.71,14.12,20.0,19.31
39,2020-02-08,65.43,68.57,69.1,67.79,20.08,14.47,20.36,19.66
40,2020-02-07,65.68,68.84,69.37,68.04,20.54,14.92,20.83,20.11
41,2020-02-06,65.92,69.09,69.63,68.29,20.98,15.34,21.29,20.55
42,2020-02-05,66.04,69.22,69.76,68.41,21.2,15.56,21.51,20.76
43,2020-02-04,66.04,69.22,69.76,68.41,21.2,15.56,21.51,20.76
44,2020-02-03,66.09,69.27,69.81,68.46,21.29,15.64,21.6,20.85
45,2020-02-02,66.14,69.36,69.89,68.54,21.38,15.79,21.74,20.99
46,2020-02-01,66.22,69.42,69.96,68.59,21.53,15.89,21.86,21.08
47,2020-01-31,66.28,69.47,70.01,68.64,21.64,15.98,21.95,21.17
48,2020-01-30,66.36,69.56,70.09,68.72,21.78,16.13,22.09,21.31
49,2020-01-29,66.58,69.79,70.33,68.94,22.19,16.51,22.5,21.69
50,2020-01-28,66.58,69.79,70.33,68.94,22.19,16.51,22.5,21.69
51,2020-01-27,66.71,69.93,70.47,69.07,22.43,16.74,22.75,21.92
52,2020-01-26,66.96,70.19,70.73,69.32,22.88,17.18,23.2,22.37
53,2020-01-25,67.31,70.56,71.11,69.67,23.53,17.8,23.86,22.98
54,2020-01-24,67.61,70.88,71.43,69.97,24.08,18.33,24.42,23.51
55,2020-01-23,67.86,71.15,71.7,70.22,24.54,18.78,24.89,23.95
56,2020-01-22,68.05,71.35,71.9,70.41,24.89,19.12,25.24,24.29
57,2020-01-21,68.05,71.35,71.9,70.41,24.89,19.12,25.24,24.29
58,2020-01-20,68.26,71.57,72.13,70.62,25.27,19.48,25.64,24.66
2,2020-01-19,68.45,71.77,72.33,70.81,25.62,19.82,25.99,25.0
4,2020-01-17,68.77,72.11,72.67,71.13,26.21,20.38,26.58,25.56
5,2020-01-16,68.92,72.27,72.83,71.29,26.48,20.65,26.86,25.84
6,2020-01-15,69.06,72.42,72.98,71.43,26.74,20.9,27.12,26.09
7,2020-01-14,69.06,72.42,72.98,71.43,26.74,20.9,27.12,26.09
8,2020-01-13,69.06,72.42,72.98,71.43,26.74,20.9,27.12,26.09
9,2020-01-12,69.11,72.47,73.04,71.48,26.83,20.98,27.23,26.18
10,2020-01-11,69.17,72.54,73.1,71.54,26.94,21.1,27.33,26.28
11,2020-01-10,69.05,72.41,72.97,71.42,26.72,20.88,27.1,26.07
12,2020-01-09,68.94,72.29,72.85,71.31,26.52,20.68,26.89,25.88
13,2020-01-08,68.79,72.14,72.69,71.15,26.24,20.43,26.62,25.6
14,2020-01-07,68.79,72.14,72.69,71.15,26.24,20.43,26.62,25.6
15,2020-01-06,68.68,72.02,72.58,71.04,26.04,20.23,26.42,25.4
16,2020-01-05,68.51,71.84,72.39,70.87,25.73,19.93,26.09,25.1
17,2020-01-04,68.4,71.72,72.28,70.76,25.53,19.73,25.9,24.91
18,2020-01-03,68.25,71.56,72.12,70.61,25.25,19.47,25.62,24.64
19,2020-01-02,68.1,71.43,71.98,70.49,24.98,19.25,25.38,24.43
20,2020-01-01,67.96,71.31,71.86,70.38,24.72,19.05,25.17,24.24
21,2019-12-31,67.96,71.31,71.86,70.38,24.72,19.05,25.17,24.24
22,2019-12-30,67.78,71.12,71.67,70.2,24.39,18.73,24.84,23.92
23,2019-12-29,67.6,70.93,71.48,70.02,24.06,18.41,24.51,23.6
24,2019-12-28,67.41,70.73,71.27,69.83,23.71,18.08,24.14,23.27
25,2019-12-27,67.24,70.55,71.09,69.66,23.4,17.78,23.83,22.97
26,2019-12-26,67.09,70.39,70.93,69.5,23.12,17.51,23.55,22.68
27,2019-12-25,66.99,70.28,70.82,69.4,22.94,17.33,23.36,22.51
28,2019-12-24,66.99,70.28,70.82,69.4,22.94,17.33,23.36,22.51
29,2019-12-23,66.94,70.23,70.77,69.35,22.85,17.25,23.27,22.42
30,2019-12-22,66.74,70.01,70.56,69.15,22.48,16.88,22.91,22.07
31,2019-12-21,66.54,69.8,70.34,68.95,22.11,16.53,22.52,21.71
32,2019-12-20,66.34,69.59,70.13,68.75,21.75,16.18,22.16,21.36
33,2019-12-19,66.19,69.43,69.97,68.6,21.47,15.91,21.88,21.09
34,2019-12-18,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
35,2019-12-17,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
36,2019-12-16,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
37,2019-12-15,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
38,2019-12-14,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
39,2019-12-13,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
40,2019-12-12,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
41,2019-12-11,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
42,2019-12-10,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
43,2019-12-09,66.04,69.27,69.81,68.45,21.2,15.64,21.6,20.83
44,2019-12-08,65.94,69.17,69.7,68.35,21.01,15.48,21.41,20.65
45,2019-12-07,65.84,69.06,69.59,68.25,20.83,15.29,21.22,20.48
46,2019-12-06,65.78,69.0,69.53,68.19,20.72,15.19,21.11,20.37
47,2019-12-05,65.78,69.0,69.53,68.19,20.72,15.19,21.11,20.37
48,2019-12-04,65.78,69.0,69.53,68.19,20.72,15.19,21.11,20.37
49,2019-12-03,65.78,69.0,69.53,68.19,20.72,15.19,21.11,20.37
50,2019-12-02,65.78,69.0,69.53,68.19,20.72,15.19,21.11,20.37
51,2019-12-01,65.78,69.0,69.53,68.19,20.72,15.19,21.11,20.37
52,2019-11-30,65.78,69.0,69.53,68.19,20.72,15.19,21.11,20.37
53,2019-11-29,65.78,69.0,69.53,68.19,20.72,15.19,21.11,20.37
54,2019-11-28,65.73,68.94,69.47,68.14,20.63,15.09,21.01,20.28
55,2019-11-27,65.73,68.94,69.47,68.14,20.63,15.09,21.01,20.28
56,2019-11-26,65.73,68.94,69.47,68.14,20.63,15.09,21.01,20.28
57,2019-11-25,65.73,68.94,69.47,68.14,20.63,15.09,21.01,20.28
58,2019-11-24,65.73,68.94,69.47,68.14,20.63,15.09,21.01,20.28
2,2019-11-23,65.79,69.01,69.54,68.2,20.74,15.21,21.13,20.39
4,2019-11-21,65.84,69.06,69.59,68.25,20.83,15.29,21.22,20.48
5,2019-11-20,65.84,69.06,69.59,68.25,20.83,15.29,21.22,20.48
6,2019-11-19,65.84,69.06,69.59,68.25,20.83,15.29,21.22,20.48
7,2019-11-18,65.79,69.01,69.54,68.2,20.74,15.21,21.13,20.39
8,2019-11-17,65.79,69.01,69.54,68.2,20.74,15.21,21.13,20.39
9,2019-11-16,65.79,69.01,69.54,68.2,20.74,15.21,21.13,20.39
10,2019-11-15,65.79,69.01,69.54,68.2,20.74,15.21,21.13,20.39
11,2019-11-14,65.79,69.01,69.54,68.2,20.74,15.21,21.13,20.39
12,2019-11-13,65.79,69.01,69.54,68.2,20.74,15.21,21.13,20.39
13,2019-11-12,65.79,69.01,69.54,68.2,20.74,15.21,21.13,20.39
14,2019-11-11,65.85,69.07,69.6,68.26,20.85,15.31,21.23,20.49
15,2019-11-10,65.91,69.13,69.67,68.32,20.96,15.41,21.36,20.6
16,2019-11-09,65.91,69.13,69.67,68.32,20.96,15.41,21.36,20.6
17,2019-11-08,65.84,69.06,69.59,68.25,20.83,15.29,21.22,20.48
18,2019-11-07,65.75,68.96,69.5,68.16,20.66,15.13,21.06,20.32
19,2019-11-06,65.75,68.96,69.5,68.16,20.66,15.13,21.06,20.32
20,2019-11-05,65.75,68.96,69.5,68.16,20.66,15.13,21.06,20.32
21,2019-11-04,65.75,68.96,69.5,68.16,20.66,15.13,21.06,20.32
22,2019-11-03,65.8,68.99,69.52,68.19,20.76,15.18,21.09,20.37
23,2019-11-02,65.8,68.99,69.52,68.19,20.76,15.18,21.09,20.37
24,2019-11-01,65.8,68.99,69.52,68.19,20.76,15.18,21.09,20.37
25,2019-10-31,65.85,69.01,69.55,68.21,20.85,15.21,21.15,20.41
26,2019-10-30,65.85,69.01,69.55,68.21,20.85,15.21,21.15,20.41
27,2019-10-29,65.85,69.01,69.55,68.21,20.85,15.21,21.15,20.41
28,2019-10-28,65.95,69.12,69.65,68.31,21.03,15.39,21.32,20.58
29,2019-10-27,65.95,69.12,69.65,68.31,21.03,15.39,21.32,20.58
30,2019-10-26,65.95,69.12,69.65,68.31,21.03,15.39,21.32,20.58
31,2019-10-25,66.0,69.17,69.71,68.36,21.12,15.48,21.42,20.67
32,2019-10-24,66.06,69.24,69.77,68.42,21.23,15.59,21.53,20.78
33,2019-10-23,66.11,69.29,69.83,68.47,21.33,15.68,21.63,20.86
34,2019-10-22,66.11,69.29,69.83,68.47,21.33,15.68,21.63,20.86
35,2019-10-21,66.17,69.35,69.89,68.53,21.44,15.78,21.74,20.97
36,2019-10-20,66.17,69.35,69.89,68.53,21.44,15.78,21.74,20.97
37,2019-10-19,66.24,69.43,69.96,68.6,21.56,15.91,21.86,21.09
38,2019-10-18,66.31,69.5,70.04,68.67,21.69,16.03,22.0,21.22
39,2019-10-17,66.41,69.61,70.15,68.77,21.88,16.21,22.19,21.39
40,2019-10-16,66.41,69.61,70.15,68.77,21.88,16.21,22.19,21.39
41,2019-10-15,66.41,69.61,70.15,68.77,21.88,16.21,22.19,21.39
42,2019-10-14,66.46,69.66,70.2,68.82,21.97,16.29,22.28,21.48
43,2019-10-13,66.46,69.66,70.2,68.82,21.97,16.29,22.28,21.48
44,2019-10-12,66.46,69.66,70.2,68.82,21.97,16.29,22.28,21.48
45,2019-10-11,66.6,69.81,70.35,68.96,22.22,16.54,22.54,21.73
46,2019-10-10,66.75,69.97,70.51,69.11,22.5,16.81,22.82,21.99
47,2019-10-09,66.81,70.03,70.57,69.17,22.61,16.91,22.92,22.1
48,2019-10-08,66.81,70.03,70.57,69.17,22.61,16.91,22.92,22.1
49,2019-10-07,66.91,70.14,70.68,69.27,22.79,17.1,23.11,22.28
50,2019-10-06,67.03,70.27,70.81,69.39,23.01,17.31,23.34,22.49
51,2019-10-05,67.15,70.39,70.94,69.51,23.23,17.51,23.57,22.7
52,2019-10-04,67.35,70.61,71.15,69.71,23.6,17.88,23.93,23.05
53,2019-10-03,67.43,70.69,71.24,69.79,23.75,18.01,24.09,23.2
54,2019-10-02,67.49,70.76,71.3,69.85,23.86,18.13,24.19,23.3
55,2019-10-01,67.49,70.76,71.3,69.85,23.86,18.13,24.19,23.3
56,2019-09-30,67.33,70.64,71.19,69.75,23.56,17.93,24.0,23.12
57,2019-09-29,67.24,70.55,71.09,69.66,23.4,17.78,23.83,22.97
58,2019-09-28,67.24,70.55,71.09,69.66,23.4,17.78,23.83,22.97
2,2019-09-27,67.24,70.55,71.09,69.66,23.4,17.78,23.83,22.97
4,2019-09-25,67.07,70.37,70.91,69.49,23.09,17.48,23.52,22.67
5,2019-09-24,67.07,70.37,70.91,69.49,23.09,17.48,23.52,22.67
6,2019-09-23,66.93,70.22,70.76,69.35,22.83,17.23,23.25,22.42
7,2019-09-22,66.74,70.01,70.56,69.15,22.48,16.88,22.91,22.07
8,2019-09-21,66.53,69.79,70.33,68.94,22.1,16.51,22.5,21.69
9,2019-09-20,66.29,69.54,70.07,68.7,21.66,16.09,22.05,21.27
10,2019-09-19,66.01,69.24,69.77,68.42,21.14,15.59,21.53,20.78
11,2019-09-18,65.82,69.04,69.57,68.23,20.79,15.26,21.18,20.44
12,2019-09-17,65.58,68.78,69.31,67.99,20.35,14.82,20.73,20.02
13,2019-09-16,65.43,68.62,69.15,67.84,20.08,14.56,20.45,19.75
14,2019-09-15,65.43,68.62,69.15,67.84,20.08,14.56,20.45,19.75
15,2019-09-14,65.37,68.56,69.09,67.78,19.97,14.46,20.34,19.65
16,2019-09-13,65.28,68.46,68.99,67.69,19.8,14.29,20.17,19.49
17,2019-09-12,65.19,68.37,68.9,67.6,19.64,14.14,20.01,19.33
18,2019-09-11,65.14,68.32,68.84,67.55,19.54,14.06,19.91,19.24
19,2019-09-10,65.14,68.32,68.84,67.55,19.54,14.06,19.91,19.24
20,2019-09-09,65.09,68.26,68.79,67.5,19.45,13.96,19.82,19.15
