,products,month,average_cons,year,merge_col,type,Delhi,Mumbai,Chennai,Kolkata,mean_price,import_bbl_usd,INR,price_rs_lit_crude,Date
0,HSD,September,5494.49,2020,2020 September,Diesel,72.25172413793102,78.73655172413793,77.62655172413794,75.75862068965516,76.09336206896552,41.35,73.55,19.127625786163524,2020-09-30
1,HSD,January,6804.23,2021,2021 January,Diesel,75.0896666666667,81.8196666666667,80.3866666666667,78.67933333333333,78.9938333333333,54.79,73.12,25.196508176100632,2021-01-31
2,HSD,December,7187.82,2020,2020 December,Diesel,73.6987096774193,80.32838709677424,79.04838709677422,77.2687096774194,77.58604838709677,49.84,73.63,23.07999496855346,2020-12-31
3,HSD,November,7046.53,2020,2020 November,Diesel,70.87689655172414,77.31379310344825,76.35482758620692,74.42172413793104,74.7418103448276,43.34,74.22,20.23078490566038,2020-11-30
4,HSD,October,6997.46,2020,2020 October,Diesel,70.46225806451613,76.86225806451611,75.95193548387097,73.99193548387095,74.31709677419359,40.66,73.54,18.8058893081761,2020-10-31
5,HSD,August,4850.58,2020,2020 August,Diesel,73.55999999999996,80.10999999999999,78.85999999999999,77.05999999999996,77.39750000000002,44.19,74.6,20.733169811320753,2020-08-31
6,HSD,June,6299.98,2020,2020 June,Diesel,74.91300000000003,73.48166666666665,72.93499999999999,70.59166666666667,72.98033333333333,40.63,75.72,19.34907924528302,2020-06-30
7,HSD,May,5494.07,2020,2020 May,Diesel,68.44333333333337,66.21000000000002,67.96900000000002,65.61999999999995,67.0605833333333,30.61,75.67,14.567664779874214,2020-05-31
8,HSD,April,3253.62,2020,2020 April,Diesel,62.28999999999998,66.21000000000002,65.71000000000002,65.61999999999995,64.9575,19.9,76.22,9.539484276729558,2020-04-30
9,HSD,July,5510.68,2020,2020 July,Diesel,80.94933333333333,79.45566666666667,78.27333333333333,76.34666666666665,78.75625000000001,43.35,74.92,20.426301886792455,2020-07-31
10,MS,August,2381.7,2020,2020 August,Petrol,80.94935483870971,87.66322580645159,84.06645161290322,82.51774193548383,83.7991935483871,44.19,74.6,20.733169811320753,2020-08-31
11,MS,July,2260.93,2020,2020 July,Petrol,80.43000000000002,87.19000000000004,83.63000000000007,82.09999999999995,83.33750000000005,43.35,74.92,20.426301886792455,2020-07-31
12,MS,September,2450.79,2020,2020 September,Petrol,81.56344827586207,88.22793103448272,84.58413793103449,83.07482758620691,84.36258620689658,41.35,73.55,19.127625786163524,2020-09-30
13,MS,October,2654.61,2020,2020 October,Petrol,81.05999999999996,87.73999999999994,84.14,82.59000000000002,83.88250000000001,40.66,73.54,18.8058893081761,2020-10-31
14,MS,November,2665.33,2020,2020 November,Petrol,81.31931034482758,88.0044827586207,84.38206896551723,82.85862068965517,84.14112068965517,43.34,74.22,20.23078490566038,2020-11-30
15,MS,June,2282.27,2020,2020 June,Petrol,76.10333333333332,83.00999999999999,79.81633333333336,77.95066666666665,79.22008333333335,40.63,75.72,19.34907924528302,2020-06-30
16,MS,December,2705.78,2020,2020 December,Petrol,83.53677419354841,90.17290322580646,86.35806451612909,85.02322580645165,86.27274193548386,49.84,73.63,23.07999496855346,2020-12-31
17,MS,January,2610.13,2021,2021 January,Petrol,84.91400000000006,91.51866666666668,87.59000000000005,86.35633333333337,87.59474999999998,54.79,73.12,25.196508176100632,2021-01-31
18,MS,May,1770.53,2020,2020 May,Petrol,71.03733333333335,76.30999999999996,75.21399999999997,73.29999999999998,73.96533333333332,30.61,75.67,14.567664779874214,2020-05-31
19,MS,April,972.99,2020,2020 April,Petrol,69.58999999999997,76.30999999999996,72.27999999999999,73.29999999999998,72.86999999999995,19.9,76.22,9.539484276729558,2020-04-30
20,HSD,September,6075.38,2017,2017 September,Diesel,58.34758620689656,61.97965517241378,61.44758620689654,61.004482758620675,60.694827586206884,54.52,64.46,22.102888050314466,2017-09-30
21,HSD,February,6539.62,2018,2018 February,Diesel,63.23148148148149,67.33777777777777,66.67592592592594,65.90444444444444,65.78740740740739,63.54,64.44,25.751683018867922,2018-02-28
22,HSD,January,6653.16,2018,2018 January,Diesel,61.89483870967743,65.85451612903226,65.24645161290323,64.55709677419355,64.38822580645162,67.06,63.65,26.845088050314462,2018-01-31
23,HSD,December,7119.76,2017,2017 December,Diesel,58.71366666666667,61.80533333333332,61.84166666666666,61.373666666666665,60.93358333333334,62.29,64.27,25.178479874213835,2017-12-31
24,HSD,November,7270.45,2017,2017 November,Diesel,58.255172413793076,60.88482758620692,61.351034482758635,60.91517241379311,60.351551724137934,61.32,64.85,25.010075471698112,2017-11-30
25,HSD,October,6547.37,2017,2017 October,Diesel,57.277096774193545,60.16612903225807,60.30419354838709,59.93709677419354,59.421129032258065,56.06,65.07,22.942290566037734,2017-10-31
26,HSD,August,5919.42,2017,2017 August,Diesel,56.85387096774192,60.389677419354804,59.84580645161289,59.50548387096775,59.14870967741935,50.63,63.99,20.37618679245283,2017-08-31
27,HSD,March,7348.95,2018,2018 March,Diesel,63.06064516129034,67.15516129032258,66.49387096774196,65.75064516129032,65.6150806451613,63.8,65.05,26.101823899371066,2018-03-31
28,HSD,June,6799.54,2017,2017 June,Diesel,53.841333333333324,59.214000000000006,56.714666666666666,55.99733333333333,56.441833333333335,46.56,64.52,18.893403773584904,2017-06-30
29,HSD,July,6302.27,2017,2017 July,Diesel,54.56333333333334,58.70466666666665,57.502,57.159000000000006,56.98224999999999,47.86,64.46,19.40286540880503,2017-07-31
30,MS,August,2191.34,2017,2017 August,Petrol,67.7709677419355,76.90580645161289,70.20548387096773,70.6083870967742,71.37266129032258,50.63,63.99,20.37618679245283,2017-08-31
31,MS,July,2145.67,2017,2017 July,Petrol,64.00933333333333,73.97099999999999,66.45466666666667,67.26633333333335,67.92533333333333,47.86,64.46,19.40286540880503,2017-07-31
32,MS,September,2143.3,2017,2017 September,Petrol,70.20551724137933,79.31655172413794,72.77137931034483,72.9493103448276,73.81068965517242,54.52,64.46,22.102888050314466,2017-09-30
33,MS,March,2403.78,2018,2018 March,Petrol,72.44290322580646,80.31258064516128,75.12870967741935,75.17612903225809,75.76508064516129,63.8,65.05,26.101823899371066,2018-03-31
34,MS,October,2227.77,2017,2017 October,Petrol,68.74225806451614,76.50516129032258,71.23354838709676,71.51677419354839,71.99943548387095,56.06,65.07,22.942290566037734,2017-10-31
35,MS,November,2131.83,2017,2017 November,Petrol,69.53172413793104,76.66103448275862,72.0648275862069,72.28793103448275,72.63637931034484,61.32,64.85,25.010075471698112,2017-11-30
36,MS,June,2070.52,2017,2017 June,Petrol,64.19933333333333,75.43666666666668,66.67066666666668,67.02266666666667,68.33233333333334,46.56,64.52,18.893403773584904,2017-06-30
37,MS,December,2176.83,2017,2017 December,Petrol,69.35166666666667,77.013,71.87500000000001,72.11066666666667,72.58758333333331,62.29,64.27,25.178479874213835,2017-12-31
38,MS,January,2095.9,2018,2018 January,Petrol,71.3751612903226,79.25741935483869,74.00612903225809,74.09967741935482,74.68459677419354,67.06,63.65,26.845088050314462,2018-01-31
39,MS,February,2088.47,2018,2018 February,Petrol,72.53962962962963,80.40851851851852,75.23185185185186,75.25037037037038,75.8575925925926,63.54,64.44,25.751683018867922,2018-02-28
40,HSD,September,6027.0,2018,2018 September,Diesel,73.09413793103447,77.5996551724138,77.2665517241379,75.32344827586206,75.82094827586205,77.88,72.23,35.37907169811321,2018-09-30
41,HSD,February,6737.1,2019,2019 February,Diesel,65.97740740740741,69.09296296296296,69.70222222222222,67.76000000000002,68.13314814814815,64.53,71.23,28.908628301886797,2019-02-28
42,HSD,January,7072.3,2019,2019 January,Diesel,64.32100000000001,67.33099999999999,67.92699999999999,66.09433333333335,66.41833333333334,59.27,70.77,26.380741509433964,2019-01-31
43,HSD,December,7388.7,2018,2018 December,Diesel,64.7348387096774,67.74193548387096,68.34032258064516,66.51387096774194,66.83274193548387,57.77,70.82,25.731266666666663,2018-12-31
44,HSD,November,6940.9,2018,2018 November,Diesel,71.50586206896551,74.9106896551724,75.56689655172413,73.36275862068966,73.83655172413792,65.4,71.75,29.512264150943402,2018-11-30
45,HSD,October,7023.6,2018,2018 October,Diesel,74.69580645161292,78.45870967741936,78.98,76.5458064516129,77.17008064516129,80.08,73.62,37.07855094339622,2018-10-31
46,HSD,August,6187.0,2018,2018 August,Diesel,68.8658064516129,73.11032258064515,72.74290322580646,71.6916129032258,71.60266129032259,72.53,69.64,31.767227672955975,2018-08-31
47,HSD,March,7459.1,2019,2019 March,Diesel,67.01322580645162,70.19806451612904,70.81709677419354,68.80225806451612,69.20766129032256,66.74,69.51,29.176713207547166,2019-03-31
48,HSD,June,7342.2,2018,2018 June,Diesel,68.00310344827588,72.33758620689656,71.78379310344826,70.55310344827586,70.66939655172413,73.83,67.79,31.477583018867925,2018-06-30
49,HSD,May,7566.6,2018,2018 May,Diesel,67.14258064516129,71.48903225806454,70.86032258064513,69.75419354838708,69.81153225806453,75.25,67.55,31.96941823899371,2018-05-31
50,HSD,April,7173.3,2018,2018 April,Diesel,65.27206896551726,69.50344827586208,68.85965517241377,67.96724137931037,67.90060344827585,69.22,65.7,28.60222641509434,2018-04-30
51,HSD,July,6610.4,2018,2018 July,Diesel,67.96666666666665,72.13233333333334,71.75833333333334,70.571,70.60708333333335,73.47,68.72,31.75382641509434,2018-07-31
52,MS,August,2362.7,2018,2018 August,Petrol,77.33354838709678,84.76419354838706,80.33645161290323,80.26903225806453,80.6758064516129,72.53,69.64,31.767227672955975,2018-08-31
53,MS,July,2316.0,2018,2018 July,Petrol,76.30799999999998,83.718,79.223,79.04899999999999,79.57450000000003,73.47,68.72,31.75382641509434,2018-07-31
54,MS,September,2232.5,2018,2018 September,Petrol,81.3558620689655,88.73689655172413,84.56034482758622,83.59620689655175,84.56232758620689,77.88,72.23,35.37907169811321,2018-09-30
55,MS,March,2577.6,2019,2019 March,Petrol,72.53903225806451,78.1632258064516,75.33516129032257,74.61967741935483,75.1642741935484,66.74,69.51,29.176713207547166,2019-03-31
56,MS,October,2332.2,2018,2018 October,Petrol,81.92387096774195,87.63709677419354,85.14870967741936,83.75935483870968,84.61725806451612,80.08,73.62,37.07855094339622,2018-10-31
57,MS,November,2318.9,2018,2018 November,Petrol,76.73965517241379,82.26,79.69103448275861,78.68137931034484,79.3430172413793,65.4,71.75,29.512264150943402,2018-11-30
58,MS,June,2378.7,2018,2018 June,Petrol,76.56137931034483,84.30793103448275,79.4641379310345,79.22724137931036,79.8901724137931,73.83,67.79,31.477583018867925,2018-06-30
59,MS,December,2395.0,2018,2018 December,Petrol,70.47354838709678,76.07903225806452,73.11677419354838,72.58129032258066,73.06266129032258,57.77,70.82,25.731266666666663,2018-12-31
60,MS,January,2373.8,2019,2019 January,Petrol,70.06133333333334,75.70233333333334,72.715,72.17266666666663,72.66283333333335,59.27,70.77,26.380741509433964,2019-01-31
61,MS,May,2456.7,2018,2018 May,Petrol,75.92225806451611,83.75806451612904,78.79161290322583,78.59548387096773,79.2668548387097,75.25,67.55,31.96941823899371,2018-05-31
62,MS,February,2256.5,2019,2019 February,Petrol,70.8051851851852,76.44148148148149,73.5025925925926,72.91037037037037,73.4149074074074,64.53,71.23,28.908628301886797,2019-02-28
63,MS,April,2283.7,2018,2018 April,Petrol,74.17172413793107,82.02310344827585,76.94931034482758,76.8748275862069,77.50474137931036,69.22,65.7,28.60222641509434,2018-04-30
64,HSD,September,5837.6,2019,2019 September,Diesel,65.92733333333332,69.14833333333333,69.68166666666666,68.33500000000001,68.27308333333333,61.72,71.4,27.71577358490566,2019-09-30
65,HSD,February,7161.95,2020,2020 February,Diesel,65.07482758620692,68.19862068965516,68.72448275862068,67.41034482758621,67.35206896551726,54.63,71.51,24.569756603773587,2020-02-29
66,HSD,January,6956.41,2020,2020 January,Diesel,68.19033333333331,71.50066666666665,72.05400000000002,70.556,70.57525000000001,64.31,71.29,28.834338993710695,2020-01-31
67,HSD,December,7387.31,2019,2019 December,Diesel,66.42966666666665,69.68599999999999,70.22499999999997,68.84133333333335,68.79549999999999,65.5,71.18,29.322578616352207,2019-12-31
68,HSD,November,7565.55,2019,2019 November,Diesel,65.79333333333332,69.00733333333332,69.53933333333332,68.20133333333337,68.1353333333333,62.53,71.47,28.10703836477988,2019-11-30
69,HSD,October,6510.23,2019,2019 October,Diesel,66.46166666666666,69.66299999999998,70.20166666666668,68.82166666666666,68.78699999999998,59.7,71.04,26.67350943396227,2019-10-31
70,HSD,August,6117.21,2019,2019 August,Diesel,65.47733333333332,68.64166666666667,69.17266666666664,67.81633333333335,67.77700000000002,59.35,71.17,26.565657232704407,2019-08-31
71,HSD,March,5659.83,2020,2020 March,Diesel,62.85633333333331,65.80900000000001,66.31566666666669,65.1863333333333,65.04183333333332,33.36,74.53,15.637237735849057,2020-03-31
72,HSD,June,7451.63,2019,2019 June,Diesel,64.42689655172413,67.55172413793103,68.14896551724138,66.34379310344828,66.61784482758623,62.37,69.43,27.234900000000003,2019-06-30
73,HSD,May,7788.69,2019,2019 May,Diesel,66.3841935483871,69.54354838709678,70.15806451612903,68.13548387096775,68.55532258064517,70.01,69.81,30.73835283018868,2019-05-31
74,HSD,April,7323.87,2019,2019 April,Diesel,66.31344827586207,69.40517241379311,70.01758620689655,68.05344827586208,68.44741379310348,71.0,69.41,30.99440251572327,2019-04-30
75,HSD,July,6841.73,2019,2019 July,Diesel,65.96096774193549,69.13193548387099,69.67451612903228,67.99741935483868,68.19120967741931,63.63,68.75,27.51297169811321,2019-07-31
76,MS,August,2574.93,2019,2019 August,Petrol,72.097,77.75366666666667,74.88966666666666,74.79233333333333,74.88316666666668,59.35,71.17,26.565657232704407,2019-08-31
77,MS,July,2522.91,2019,2019 July,Petrol,72.7122580645161,78.33064516129033,75.50645161290323,75.08193548387096,75.40782258064517,63.63,68.75,27.51297169811321,2019-07-31
78,MS,September,2372.29,2019,2019 September,Petrol,72.71433333333334,78.38666666666667,75.56333333333333,75.42466666666665,75.52225000000001,61.72,71.4,27.71577358490566,2019-09-30
79,MS,March,2155.73,2020,2020 March,Petrol,70.1713333333333,75.87433333333334,72.89166666666667,72.863,72.95008333333334,33.36,74.53,15.637237735849057,2020-03-31
80,MS,October,2539.31,2019,2019 October,Petrol,73.43566666666666,79.04666666666667,76.26566666666663,76.0806666666667,76.20716666666665,59.7,71.04,26.67350943396227,2019-10-31
81,MS,November,2534.74,2019,2019 November,Petrol,73.68633333333335,79.35233333333333,76.58933333333334,76.38333333333334,76.50283333333331,62.53,71.47,28.10703836477988,2019-11-30
82,MS,June,2638.67,2019,2019 June,Petrol,70.41827586206898,76.11034482758622,73.15206896551727,72.66724137931035,73.08698275862072,62.37,69.43,27.234900000000003,2019-06-30
83,MS,December,2473.26,2019,2019 December,Petrol,74.81033333333336,80.469,77.7773333333333,77.47799999999998,77.63366666666666,65.5,71.18,29.322578616352207,2019-12-31
84,MS,January,2456.16,2020,2020 January,Petrol,75.05833333333334,80.65666666666668,77.97700000000002,77.659,77.83775,64.31,71.29,28.834338993710695,2020-01-31
85,MS,May,2737.41,2019,2019 May,Petrol,71.9441935483871,77.5458064516129,74.6793548387097,73.99967741935482,74.54225806451615,70.01,69.81,30.73835283018868,2019-05-31
86,MS,February,2510.95,2020,2020 February,Petrol,72.22655172413796,77.8862068965517,75.03310344827585,74.87724137931035,75.00577586206899,54.63,71.51,24.569756603773587,2020-02-29
87,MS,April,2459.12,2019,2019 April,Petrol,72.93034482758621,78.5003448275862,75.69310344827588,74.9503448275862,75.5185344827586,71.0,69.41,30.99440251572327,2019-04-30
